season,roundNumber,homeTeam.teamName,awayTeam.teamName,homeTeamScore.totalScore,awayTeamScore.totalScore,date,venue.name,venueWidth,venueLength,homeTeamDirectionQtr1,displayOrder,chain_number,initialState,finalState,period,periodSeconds,playerName.givenName,playerName.surname,team.teamName,description,disposal,shotAtGoal,behindInfo,x,y
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,17,3,possGain,turnover,1,48,Tim,English,Western Bulldogs,Kick Inside 50 Result,NA,NA,NA,53,-28
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,18,3,possGain,turnover,1,49,Clayton,Oliver,Melbourne,Uncontested Mark,NA,NA,NA,53,-28
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,19,4,possGain,outOfBounds,1,49,Clayton,Oliver,Melbourne,Uncontested Mark,NA,NA,NA,-53,28
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,20,4,possGain,outOfBounds,1,57,Clayton,Oliver,Melbourne,Kick,effective,NA,NA,-60,24
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,21,4,possGain,outOfBounds,1,59,Jake,Bowey,Melbourne,Uncontested Mark,NA,NA,NA,-66,-23
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,22,4,possGain,outOfBounds,1,64,Jake,Bowey,Melbourne,Kick,effective,NA,NA,-61,-29
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,23,4,possGain,outOfBounds,1,68,NA,NA,NA,Out of Bounds,NA,NA,NA,-18,-65
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,24,5,throwIn,turnover,1,87,Angus,Brayshaw,Melbourne,Gather From Hitout,NA,NA,NA,27,36
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,25,5,throwIn,turnover,1,87,Angus,Brayshaw,Melbourne,Handball,effective,NA,NA,30,37
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,26,5,throwIn,turnover,1,88,Clayton,Oliver,Melbourne,Handball Received,NA,NA,NA,37,36
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,27,5,throwIn,turnover,1,90,Clayton,Oliver,Melbourne,Kick,ineffective,NA,NA,42,25
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,28,5,throwIn,turnover,1,94,Cody,Weightman,Western Bulldogs,Contested Knock On,NA,NA,NA,42,20
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,29,5,throwIn,turnover,1,95,Bailey,Smith,Western Bulldogs,Gather,NA,NA,NA,39,18
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,30,5,throwIn,turnover,1,96,Bailey,Smith,Western Bulldogs,Handball,effective,NA,NA,38,19
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,31,5,throwIn,turnover,1,97,Adam,Treloar,Western Bulldogs,Handball Received,NA,NA,NA,33,19
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,32,5,throwIn,turnover,1,97,Adam,Treloar,Western Bulldogs,Handball,effective,NA,NA,35,20
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,33,5,throwIn,turnover,1,98,Cody,Weightman,Western Bulldogs,Handball Received,NA,NA,NA,40,23
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,34,5,throwIn,turnover,1,99,Cody,Weightman,Western Bulldogs,Handball,effective,NA,NA,37,23
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,35,5,throwIn,turnover,1,100,Bailey,Smith,Western Bulldogs,Handball Received,NA,NA,NA,24,20
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,36,5,throwIn,turnover,1,101,Bailey,Smith,Western Bulldogs,Handball,ineffective,NA,NA,26,23
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,37,5,throwIn,turnover,1,109,Alex,Neal-Bullen,Melbourne,Loose Ball Get,NA,NA,NA,30,30
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,38,6,possGain,turnover,1,109,Alex,Neal-Bullen,Melbourne,Loose Ball Get,NA,NA,NA,-30,-30
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,39,6,possGain,turnover,1,109,Alex,Neal-Bullen,Melbourne,Handball,effective,NA,NA,-33,-30
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,40,6,possGain,turnover,1,110,Clayton,Oliver,Melbourne,Handball Received,NA,NA,NA,-37,-29
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,41,6,possGain,turnover,1,111,Clayton,Oliver,Melbourne,Handball,effective,NA,NA,-37,-32
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,42,6,possGain,turnover,1,112,Jack,Viney,Melbourne,Handball Received,NA,NA,NA,-35,-38
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,43,6,possGain,turnover,1,112,Jack,Viney,Melbourne,Handball,effective,NA,NA,-36,-39
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,44,6,possGain,turnover,1,113,Angus,Brayshaw,Melbourne,Handball Received,NA,NA,NA,-35,-44
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,45,6,possGain,turnover,1,113,Angus,Brayshaw,Melbourne,Kick,effective,NA,NA,-34,-46
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,46,6,possGain,turnover,1,115,Tom,McDonald,Melbourne,Uncontested Mark,NA,NA,NA,-17,-55
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,47,6,possGain,turnover,1,117,Tom,McDonald,Melbourne,Kick,effective,NA,NA,-24,-52
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,48,6,possGain,turnover,1,118,Jake,Bowey,Melbourne,Uncontested Mark,NA,NA,NA,-22,-19
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,49,6,possGain,turnover,1,121,Jake,Bowey,Melbourne,Kick,effective,NA,NA,-24,-22
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,50,6,possGain,turnover,1,127,Christian,Petracca,Melbourne,Free For,NA,NA,NA,0,-58
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,51,6,possGain,turnover,1,131,Christian,Petracca,Melbourne,Kick,effective,NA,NA,-1,-53
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,52,6,possGain,turnover,1,131,Christian,Petracca,Melbourne,Kick Into F50,NA,NA,NA,-1,-53
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,53,6,possGain,turnover,1,131,Ben,Brown,Melbourne,Kick Inside 50 Result,NA,NA,NA,47,-24
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,54,6,possGain,turnover,1,134,Max,Gawn,Melbourne,Hard Ball Get,NA,NA,NA,48,-22
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,55,6,possGain,turnover,1,134,Max,Gawn,Melbourne,Handball,ineffective,NA,NA,50,-21
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,56,6,possGain,turnover,1,138,Caleb,Daniel,Western Bulldogs,Hard Ball Get,NA,NA,NA,58,-15
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,57,7,possGain,turnover,1,138,Caleb,Daniel,Western Bulldogs,Hard Ball Get,NA,NA,NA,-58,15
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,58,7,possGain,turnover,1,138,Caleb,Daniel,Western Bulldogs,Handball,effective,NA,NA,-60,16
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,59,7,possGain,turnover,1,139,Zaine,Cordy,Western Bulldogs,Handball Received,NA,NA,NA,-65,16
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,60,7,possGain,turnover,1,139,Zaine,Cordy,Western Bulldogs,Handball,effective,NA,NA,-67,15
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,61,7,possGain,turnover,1,141,Bailey,Dale,Western Bulldogs,Handball Received,NA,NA,NA,-72,11
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,62,7,possGain,turnover,1,144,Bailey,Dale,Western Bulldogs,Kick,clanger,NA,NA,-72,14
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,63,7,possGain,turnover,1,144,Bailey,Dale,Western Bulldogs,Out On Full After Kick,NA,NA,NA,-68,36
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,64,8,possGain,rushed,1,150,Alex,Neal-Bullen,Melbourne,OOF Kick In,NA,NA,NA,60,-36
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,65,8,possGain,rushed,1,174,Alex,Neal-Bullen,Melbourne,Kick,ineffective,TRUE,NA,60,-36
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,66,8,possGain,rushed,1,175,Alex,Neal-Bullen,Melbourne,Shot At Goal,NA,NA,NA,60,-36
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,67,8,possGain,rushed,1,178,Bailey,Dale,Western Bulldogs,Spoil,NA,NA,NA,78,-2
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,68,9,kickIn,turnover,1,184,Bailey,Dale,Western Bulldogs,Kickin play on,NA,NA,NA,-67,9
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,69,9,kickIn,turnover,1,188,Bailey,Dale,Western Bulldogs,Kick,ineffective,NA,NA,-67,9
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,70,9,kickIn,turnover,1,189,Angus,Brayshaw,Melbourne,Spoil,NA,NA,NA,-41,42
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,71,9,kickIn,turnover,1,191,Jack,Macrae,Western Bulldogs,Loose Ball Get Crumb,NA,NA,NA,-30,47
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,72,9,kickIn,turnover,1,192,Jack,Macrae,Western Bulldogs,Handball,effective,NA,NA,-24,47
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,73,9,kickIn,turnover,1,194,Adam,Treloar,Western Bulldogs,Handball Received,NA,NA,NA,-10,44
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,74,9,kickIn,turnover,1,194,Adam,Treloar,Western Bulldogs,Handball,ineffective,NA,NA,-7,44
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,75,9,kickIn,turnover,1,198,Marcus,Bontempelli,Western Bulldogs,Contested Knock On,NA,NA,NA,6,43
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,76,9,kickIn,turnover,1,200,Bailey,Smith,Western Bulldogs,Gather,NA,NA,NA,15,42
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,77,10,possGain,turnover,1,209,Clayton,Oliver,Melbourne,Free For,NA,NA,NA,-14,-46
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,78,10,possGain,turnover,1,215,Clayton,Oliver,Melbourne,Kick,clanger,NA,NA,-22,-44
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,79,10,possGain,turnover,1,216,Clayton,Oliver,Melbourne,Out On Full After Kick,NA,NA,NA,29,-62
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,80,11,possGain,turnover,1,221,Bailey,Dale,Western Bulldogs,OOF Kick In,NA,NA,NA,-32,57
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,81,11,possGain,turnover,1,230,Bailey,Dale,Western Bulldogs,Kick,ineffective,NA,NA,-32,57
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,82,11,possGain,turnover,1,232,Bailey,Smith,Western Bulldogs,Loose Ball Get Crumb,NA,NA,NA,0,55
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,83,11,possGain,turnover,1,235,Bailey,Smith,Western Bulldogs,Kick,ineffective,NA,NA,3,58
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,84,11,possGain,turnover,1,235,Bailey,Smith,Western Bulldogs,Kick Into F50,NA,NA,NA,3,58
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,85,11,possGain,turnover,1,235,NA,NA,NA,Kick Inside 50 Result,NA,NA,NA,54,39
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,86,11,possGain,turnover,1,238,Stefan,Martin,Western Bulldogs,Loose Ball Get,NA,NA,NA,52,36
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,87,11,possGain,turnover,1,239,Stefan,Martin,Western Bulldogs,Handball,ineffective,NA,NA,51,37
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,88,11,possGain,turnover,1,243,Jake,Bowey,Melbourne,Loose Ball Get,NA,NA,NA,48,39
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,89,12,possGain,behind,1,243,Jake,Bowey,Melbourne,Loose Ball Get,NA,NA,NA,-48,-39
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,90,12,possGain,behind,1,244,Jake,Bowey,Melbourne,Handball,effective,NA,NA,-51,-38
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,91,12,possGain,behind,1,245,Jake,Lever,Melbourne,Handball Received,NA,NA,NA,-57,-35
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,92,12,possGain,behind,1,247,Jake,Lever,Melbourne,Kick,ineffective,NA,NA,-55,-34
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,93,12,possGain,behind,1,252,Tim,English,Western Bulldogs,Spoil,NA,NA,NA,-27,-53
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,94,12,possGain,behind,1,253,Clayton,Oliver,Melbourne,Loose Ball Get Crumb,NA,NA,NA,-29,-50
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,95,12,possGain,behind,1,256,Clayton,Oliver,Melbourne,Handball,effective,NA,NA,-31,-51
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,96,12,possGain,behind,1,257,Angus,Brayshaw,Melbourne,Handball Received,NA,NA,NA,-35,-52
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,97,12,possGain,behind,1,257,Angus,Brayshaw,Melbourne,Kick,effective,NA,NA,-35,-48
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,98,12,possGain,behind,1,260,Jake,Bowey,Melbourne,Gather,NA,NA,NA,-32,-34
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,99,12,possGain,behind,1,260,Jake,Bowey,Melbourne,Handball,effective,NA,NA,-32,-34
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,100,12,possGain,behind,1,261,Steven,May,Melbourne,Handball Received,NA,NA,NA,-30,-27
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,101,12,possGain,behind,1,262,Steven,May,Melbourne,Kick,effective,NA,NA,-19,-27
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,102,12,possGain,behind,1,263,Alex,Neal-Bullen,Melbourne,Uncontested Mark,NA,NA,NA,7,-26
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,103,12,possGain,behind,1,264,Alex,Neal-Bullen,Melbourne,Handball,effective,NA,NA,9,-25
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,104,12,possGain,behind,1,266,Clayton,Oliver,Melbourne,Handball Received,NA,NA,NA,12,-18
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,105,12,possGain,behind,1,266,Clayton,Oliver,Melbourne,Kick,effective,NA,NA,17,-17
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,106,12,possGain,behind,1,266,Clayton,Oliver,Melbourne,Kick Into F50,NA,NA,NA,17,-17
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,107,12,possGain,behind,1,267,Ben,Brown,Melbourne,Kick Inside 50 Result,NA,NA,NA,67,-25
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,108,12,possGain,behind,1,268,Ben,Brown,Melbourne,Uncontested Mark,NA,NA,NA,67,-25
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,109,12,possGain,behind,1,301,Ben,Brown,Melbourne,Kick,ineffective,TRUE,NA,64,-32
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,110,12,possGain,behind,1,302,Ben,Brown,Melbourne,Behind,NA,NA,missLeft,64,-33
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,111,13,kickIn,outOfBounds,1,314,Caleb,Daniel,Western Bulldogs,Kickin play on,NA,NA,NA,-64,13
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,112,13,kickIn,outOfBounds,1,315,Caleb,Daniel,Western Bulldogs,Kick,effective,NA,NA,-64,13
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,113,13,kickIn,outOfBounds,1,317,Roarke,Smith,Western Bulldogs,Uncontested Mark,NA,NA,NA,-39,42
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,114,13,kickIn,outOfBounds,1,329,Roarke,Smith,Western Bulldogs,Kick,effective,NA,NA,-39,41
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,115,13,kickIn,outOfBounds,1,331,Harrison,Petty,Melbourne,Spoil,NA,NA,NA,5,63
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,116,13,kickIn,outOfBounds,1,331,NA,NA,NA,Out of Bounds,NA,NA,NA,7,65
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,117,14,throwIn,turnover,1,355,Marcus,Bontempelli,Western Bulldogs,Loose Ball Get,NA,NA,NA,-22,48
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,118,14,throwIn,turnover,1,356,Marcus,Bontempelli,Western Bulldogs,Handball,effective,NA,NA,-24,48
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,119,14,throwIn,turnover,1,357,Caleb,Daniel,Western Bulldogs,Handball Received,NA,NA,NA,-30,48
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,120,14,throwIn,turnover,1,358,Caleb,Daniel,Western Bulldogs,Kick,clanger,NA,NA,-29,51
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,121,14,throwIn,turnover,1,360,Trent,Rivers,Melbourne,Uncontested Mark,NA,NA,NA,7,33
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,122,15,possGain,turnover,1,360,Trent,Rivers,Melbourne,Uncontested Mark,NA,NA,NA,-7,-33
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,123,15,possGain,turnover,1,372,Trent,Rivers,Melbourne,Kick,effective,NA,NA,-12,-31
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,124,15,possGain,turnover,1,373,Zaine,Cordy,Western Bulldogs,Spoil,NA,NA,NA,39,-29
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,125,15,possGain,turnover,1,374,Josh,Dunkley,Western Bulldogs,Loose Ball Get Crumb,NA,NA,NA,38,-28
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,126,16,possGain,turnover,1,374,Josh,Dunkley,Western Bulldogs,Loose Ball Get Crumb,NA,NA,NA,-38,28
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,127,16,possGain,turnover,1,374,Josh,Dunkley,Western Bulldogs,Kick,ineffective,NA,NA,-38,29
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,128,16,possGain,turnover,1,379,Bailey,Dale,Western Bulldogs,Loose Ball Get,NA,NA,NA,-42,17
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,129,16,possGain,turnover,1,379,Bailey,Dale,Western Bulldogs,Handball,effective,NA,NA,-40,16
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,130,16,possGain,turnover,1,381,Adam,Treloar,Western Bulldogs,Handball Received,NA,NA,NA,-31,13
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,131,16,possGain,turnover,1,381,Adam,Treloar,Western Bulldogs,Handball,ineffective,NA,NA,-29,14
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,132,16,possGain,turnover,1,384,Trent,Rivers,Melbourne,Loose Ball Get,NA,NA,NA,-18,17
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,133,17,possGain,goal,1,384,Trent,Rivers,Melbourne,Loose Ball Get,NA,NA,NA,18,-17
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,134,17,possGain,goal,1,384,Trent,Rivers,Melbourne,Handball,effective,NA,NA,19,-19
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,135,17,possGain,goal,1,385,Christian,Salem,Melbourne,Handball Received,NA,NA,NA,21,-20
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,136,17,possGain,goal,1,387,Christian,Salem,Melbourne,Kick,effective,NA,NA,23,-22
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,137,17,possGain,goal,1,387,Christian,Salem,Melbourne,Kick Into F50,NA,NA,NA,23,-22
2021,27,Melbourne,Western Bulldogs,140,66,2021-09-25,Optus Stadium,130,165,left,138,17,possGain,goal,1,388,Christian,Petracca,Melbourne,Kick Inside 50 Result,NA,NA,NA,48,-35
